Desperation (2006),Nevada,5.3,,"When a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of Desperation, they must fight for their lives."
Die Influencers Die (2020),Nevada,2.8,,"Alpha male social media star Stue Harrington (Frankie Rivers) dupes a group of his peers into an overnight live-streaming event at an abandoned movie studio in Las Vegas, Nevada. Deep behind the old movie sets is the lair of a savage blood thirsty Clown Model - Moxie (Tabitha Stevens) who's directed to kill these intruders by a sinister Otherworld-Coyote (Lizzy Borden). It's a bloody 80's style kill-fest."
Disappearance (2002),Nevada,5.3,,"A family driving through Nevada decides to take some snapshots at an out-of-the-way ghost town named Weaver, and horrible things start happening."
Eldorado (2012),Nevada,2.2,,"The Stranger, a tall striking creature dressed in white sets into motions a series of events whilst reciting the Edgar Allen Poe Poem “Eldorado”, which will have an effect on those heading towards the mythical city."
Evidence (2013),Nevada,5.3,,A detective hunts down a killer using video footage shot by the victims of a massacre at an abandoned gas station.
Evil Bong 777 (2018),Nevada,3.7,,"EeBee is now out of ""Sexy Hell"" and heading to Las Vegas with danger on her tail."
Fright Night (2011),Nevada,6.4,,"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?"
Ghosts of Goldfield (2007),Nevada,2.8,,"A group of five led by Julie set up their filming equipment in the hotel of the derelict town of Goldfield, hoping to capture footage of the ghost of Elisabeth Walker, a maid tortured and killed in room 109. Troubled by visions, Julie discovers that a necklace, handed down to her from her grandmother, is somehow connecting her to this tragedy."
Godmonster of Indian Flats (1973),Nevada,3.9,,A mutant sheep is on the move near a ranch in the American West.
Godzilla (2014),Nevada,6.4,Multiple Locations,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
Honeymoon of Terror (1961),Nevada,4.9,,"A couple honeymoons on a deserted isle called Thunder Island. When the husband leaves the island to go for supplies, the wife finds that the island isn’t as deserted as they thought it was."
Horror in the High Desert (2021),Nevada,5.4,,"In July 2017, an outdoor enthusiast went missing in northern Nevada. He was never located. Friends and loved ones recall the events and, for the first time, talk about the horrific conclusion to his fate."
Horror in the High Desert 2: Minerva (2023),Nevada,5.2,,In 2018 a string of tragedies unfolded in Northeastern Nevada. A woman was found dead and another would vanish along the same stretch of remote highway. Could these events be linked to the 2017 disappearance of outdoorsman Gary Hinge?
Horror in the High Desert 3: Firewatch (2024),Nevada,5.4,,"As a wildfire bears down on the opposite side of the state, Oscar Mendoza, armed with a secret, takes advantage of the distraction and journeys to Northeastern Nevada in search of missing outdoorsman Gary Hinge's last known whereabouts."
Hostel: Part III (2011),Nevada,4.6,,"Four men attending a bachelor party in Las Vegas fall prey to the Elite Hunting Club, who are hosting a gruesome game show of torture."
Identity (2003),Nevada,7.3,,"Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one."
It Stains the Sands Red (2016),Nevada,5.5,,"In the throes of a zombie apocalypse, a troubled woman from Las Vegas with a dark past finds herself stranded in the desert with a lone and ravenous zombie on her tail."
Killers from Space (1954),Nevada,3.5,,An atomic scientist claims he was abducted by aliens after being injured in a plane crash.
Las Vegas Bloodbath (1989),Nevada,2.7,,"After Sam's wife has betrayed him, he goes on a bloody killing spree in Las Vegas."
Las Vegas Serial Killer (1986),Nevada,3,,"August 31, 1986: Dangerously unhinged serial killer Johnathan Glick gets released from the Nevada State Penitentiary on a technicality. Three days after his release Johnathan arrives in Las Vegas, Nevada. Naturally, Johnathan decides to embark on another murderous rampage that came to be known as “The Glitter Gulch Holocaust”."
Leprechaun 3 (1995),Nevada,5,,"An evil leprechaun finds himself in Las Vegas, where he proceeds to cause mischief by killing people, granting twisted wishes, and infecting a young man with his green blood."
Moonstalker (1989),Nevada,4.7,,"During the winter season, a family camping in the woods, and a group of camp counselors training in the same forest both find themselves being killed one by one by an unhinged psycho."
Murder-Set-Pieces (2004),Nevada,3.7,,"A fashion photographer exposes his demented childhood and zooms his evil lens on the oldest profession under the moon, in quite possibly the most notorious serial killer film ever made."
Night Train to Terror (1985),Nevada,4.2,Multiple Locations,"""Night Train to Terror"" is a 1985 horror anthology movie where God and Satan are on a train discussing the fate of three individuals."
No Tears for the Damned (1968),Nevada,5.3,,"Previously lost proto-slasher that chronicles the life of murderous psychotic, Jeff Murray, whose perverted mother obsession leads him on a blood-soaked rampage across the glitter of Sin City."
Nutbag (2000),Nevada,2.8,,A serial killer stalks prostitutes on the mean streets of Las Vegas.
Paranormal Activity 4 (2012),Nevada,4.6,,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in."
Passion Play (2010),Nevada,4.5,,An angel under the thumb of a ruthless gangster is saved by a trumpet player down on his luck.
Perdita Durango (1997),Nevada,6.3,Multiple Locations,"A psychotic criminal couple kidnaps a random teenage couple. The woman rapes the male captive, and lets him watch his lover being raped by the man. They then plan to sacrifice the couple."
Pool Party Massacre (2017),Nevada,4.3,,What started out as a relaxing summer day by the pool for a group of high maintenance young socialites quickly becomes a nightmare when an unknown killer begins stalking and murdering them one by one.
Quarantine 2: Terminal (2011),Nevada,5.2,,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.
Red Heat (1976),Nevada,4.3,,"Porn filmmaker Cindy Lou Sutters casts a striking redhead she dubs Red Heat to star in her latest hardcore movie. After Red Heat catches her boyfriend with another woman, she goes crazy and stabs him to death. Red Heat proceeds to embark on a murderous spree throughout Las Vegas. Sutters recasts the lead for her adult feature and gets down to the basics of making the movie. Meanwhile, a thief on a motorcycle robs everyone he encounters."
Remains (2011),Nevada,4.3,,"Based on Steve Niles' cult graphic novel, REMAINS takes place in the aftermath of a devastating zombie apocalypse, where a group of survivors have banded together in the ruins of a casino."
Resident Evil: Extinction (2007),Nevada,6.2,,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp."
Runaway Nightmare (1982),Nevada,4.4,,Two dorky Nevada worm wranglers are kidnapped by a gang of beautiful women as part of a plot to steal plutonium from the Mafia.
Seed (2007),Nevada,3.1,,"After a seemingly undead man is bound and buried alive, he digs himself back to the surface and seeks bloody vengeance on those who caused him his suffering."
Seed 2 (2014),Nevada,2.2,,"Coming back from her bachelor party in Las Vegas, Christine and her friends are driving through the hot desert of Nevada. But they are not alone - serial killer Max Seed is back and he brought the whole family."
Shadowzone (1990),Nevada,5,,Scientists experiment with Extreme Dream Sleep and find a Parallel Dimension. Now they find the door works both ways and something has come through.
Sharknado 4: The 4th Awakens (2016),Nevada,3.9,Multiple Locations,"Fin, his family and the cosmos have been blissfully sharknado-free in the five years since the most recent attack, but now sharks and tornadoes are being whipped up in unexpected ways and places."
Shot in the Dark (2021),Nevada,3.6,,"Two years ago, William Langston made a life-changing mistake, now facing a killer in his hometown and losing friends, facing his greatest fears and mortality."
Skeletons in the Closet (2024),Nevada,3.1,,"Haunted by a malevolent spirit since childhood, a desperate mother allows herself to become possessed in order to save the life of her terminally ill daughter."
Stripped (2013),Nevada,3.3,,"Things take a turn for the worst when four friends on a 21st birthday trip to Vegas, call strippers that have them travel to a remote location."
Superhost (2021),Nevada,5.8,,"With their follower count dwindling, travel vloggers Teddy and Claire pivot to creating viral content around their most recent ""superhost,"" Rebecca, who wants more from the duo than a great review."
Teddy Told Me To (2023),Nevada,5.6,,"When Danny and Zoe buy an old defunct haunted attraction, they think they’ll just have fun and make some money. After meeting with the realtor Jan, and the groundskeeper Ron, they learn that the property has a bloody past. They hire a full cast of haunt actors who work together to bring the old haunt back from the dead, only to learn that the origins of the bear-masked killer “Teddy” are linked to the site. On opening night, the haunters and the crowd don’t stand a chance as Teddy returns to his old stomping ground for more blood! "
Terror Circus (1973),Nevada,4.2,,"Three showgirls on their way to Las Vegas have stuck all night when their car breaks down. The next morning ,a man offers them help, but, he's really a maniac."
The Amazing Colossal Man (1957),Nevada,4.5,,"A military officer survives a nuclear blast, only to begin to uncontrollably grow into an increasingly unstable giant."
The Bare Wench Project 3: Nymphs of Mystery Mountain (2002),Nevada,3.4,,"The third installment of the ""adult"" spoof of the Blair Witch Project."
The Beast of Yucca Flats (1961),Nevada,2.3,,A defecting Soviet scientist is hit by a nuclear explosion near Yucca Flats and roams around as a beast.
The Brain from Planet Arous (1957),Nevada,5.2,,An evil alien brain from the planet Arous hijacks the body of an Earth scientist in order to control the Earth.
The Butcher (2006),Nevada,3.6,,A tragic car accident in the middle of nowhere finds six stranded college students fighting for their lives after making a horrifying discovery in a remote farmhouse in this rural frightener.
The Elvis Room (2016),Nevada,6,,"Based on the story by Stephen Graham Jones, two young women learn the truth behind a spooky hotel industry superstition."
The Evil (1978),Nevada,6.3,,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack."
The Haunted Casino (2007),Nevada,3.9,,"After Matthew Dragna inherits a rundown old casino from his deceased uncle, Matthew, his loyal girlfriend JJ, and several other friends decide to check the place out. Alas, the casino turns out to be haunted by the lethal and angry ghosts of vicious Las Vegas mobster Roy ""The Word"" Donahue and his equally pernicious flunky Gil Wachetta. Will Matthew and any of his friends survive a night in the casino with these vengeful spirits?"
The Hills Have Eyes (1977),Nevada,6.3,,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack."
The Hills Have Eyes Part II (1984),Nevada,3.7,,"A group of bikers, heading to a race, become stranded in the desert and find themselves fighting off a family of inbred cannibals who live off the land."
The Mad Love Life of a Hot Vampire (1971),Nevada,3.6,,"In Las Vegas, Dracula is a pimp who sends out vampire hookers to snare unsuspecting--and horny--victims."
The Night Stalker (1972),Nevada,7.7,,An abrasive Las Vegas newspaper reporter investigates a series of murders committed by a vampire.
The Ravager (1970),Nevada,4.1,,"While serving in Vietnam, a demolitionist witnesses the brutal torture/rape/murder of a young woman...ultimately, he becomes a serial rapist and killer himself, preferring explosives as his murder weapon of choice."
The Sex Serum of Dr. Blake (1970),Nevada,4.7,,An experimental serum turns a man into a fanged killer beast.
The Stand (1994),Nevada,7.1,Multiple Locations,"After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a malevolent being - to face each other in a final battle between good and evil."
The Stand (2020),Nevada,5.7,Multiple Locations,"After the world is in ruins, due to a man-made plague, a battle of Biblical proportions ensues between the survivors."
The Summer We Died (2024),Nevada,5.1,,"A group of young adults defy a curfew imposed due to a serial killer, documenting their nighttime adventures as they navigate the transition from adolescence to adulthood in the Nevada summer heat."
Transamerican Killer (2005),Nevada,3.2,,"After his girlfriend leaves him for a woman, a man has a sex change and kills all of her girlfriends to win her back."
Tremors (1990),Nevada,7.2,,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
Tremors 3: Back to Perfection (2001),Nevada,5.3,,"The now famous Burt Gummer returns to his hometown of Perfection, Nevada for the first time in years, but the deadliest Graboid evolution yet forces him to save the town he swore to protect."
Tremors 4: The Legend Begins (2004),Nevada,5.3,,"A prequel to Tremors (1990), this movie tells us about how the town of Perfection, Nevada became founded and how they defended it against the Graboids with the help of Burt Gummer's ancestor, Hiram."
Trucks (1997),Nevada,3.9,,"Aliens arrive, parking in a geostationary orbit over Nevada. Using powers unknown to us, they declare war, and use unmanned trucks as weapons."
V/H/S Viral (2014),Nevada,4.2,Multiple Locations,A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.
Vampirella (1996),Nevada,3.3,,"Adam, a descendant of the Van Helsings, works for PURGE, a paramilitary group dedicated to hunting vampires. He teams up with the alien Vampirella in order to locate and deal with their common enemy, Vlad."
Weedjies: Halloweed Night (2019),Nevada,4.3,,"It's the eve of Halloween in Las Vegas and three enterprising young ladies are throwing a massive 420 gala. But little do they know, they're also going to unleash a freakish gaggle of party-loving nightmare-creatures from beyond. In the tradition of Empire Pictures classic horror comedy GHOULIES, the DEADLY TEN presents a new, original tale that's destined to become an instant Full Moon favorite. When a midnight scavenger hunt for a rare bud of weed known as the ""Golden Nug"" brings a group of party-hungry stoners to a haunted hotel, it seems like it'll be the greatest night ever. But when the enigmatic owner, Madam Haze, introduces them to the Weed-G-Board, they open a portal beyond our world, and unleash The Weedjies. This group of ghastly hysterical creatures has only one mission: Party 'till you die. Before Halloween night is over, the unwitting guests will have to fight for their right to party, and put The Weedjies back in the board - or end up sucked into the netherworld forever."
Willy's Wonderland (2021),Nevada,5.5,,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive."
X: The Man with the X-Ray Eyes (1963),Nevada,6.7,Multiple Locations,"A doctor uses special eye drops to give himself x-ray vision, but the new power has disastrous consequences."
XII (2008),Nevada,4.2,,A man found guilty of a crime against a minor is released from prison and returns to get revenge on the jury who sent him there.
American Backwoods: Slew Hampshire (2013),New Hampshire,4.5,,"In June of 1994, one of the most brutal mass slaughters in history occurred in the backwoods of northern New England. Four months later, history is about to repeat itself. The end of summer signals the brink of manhood for a group of lifelong friends who proudly call New Hampshire their home. But when they embark upon a local rite of passage - traveling north for one final weekend of debauchery together - it just might prove to be their final weekend PERIOD, as this rite is doomed to go frightfully wrong. When they find themselves ensnared in a struggle for survival amongst a sinister hunting party, a bloodthirsty tribe AND a mythical beast, what began as a comedy of errors devolves into an all-out Darwinian duel to the death, and less than 24 hours will pass before a slew of lives have been claimed and the last of the living remains."
Deep in the Darkness (2014),New Hampshire,4.6,,"A doctor and his family move to a quiet, small town. Soon he discovers the town's dark secret: A terrifying race of controlling creatures that live in the darkness in the forest behind their home."
Doctor Sleep (2019),New Hampshire,7.3,Multiple Locations,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
Don’t Let the Riverbeast Get You! (2012),New Hampshire,6.1,,"In this campy throwback to 1950's monster films, a vicious monster has risen from its watery lair to terrorize a small New England town. Local tutor Neil Stuart must warn the town and make them believe him before it's too late!"
Drainiac! (2000),New Hampshire,4.7,,"Below the crumbling foundation and within rusting pipes of this deserted house dwells some thing that is about to be unleashed - when a group of friends set out to renovate an old home, they encounter a water demon made flesh."
In the Mouth of Madness (1994),New Hampshire,7.1,,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.
Last One Screaming (2018),New Hampshire,5.3,,"What happens after the final girl survives a horror film? Ashley, the sole survivor of a weekend trip to a cabin in the woods with her friends, finds herself at the mercy of an FBI psychologist during an interrogation. Is she crazy, or is there more to her story?"
Lycan Colony (2006),New Hampshire,1.7,,Some small towns hold many secrets. Two siblings and a newly settled doctor's family are about to find out this town's darkest secret...the hard way. The town folk are good and evil werewolves! And all things are not as they appear.
The Institute (2022),New Hampshire,3.3,,A young couple unable to conceive travels to a doctor's remote facility.
The Plague (2006),New Hampshire,4.5,,"Ten years have passed since the world's children fell into a coma. Tonight they're waking up and all hell is breaking loose. An unholy battle between the generations is being waged, and time is not on the side of adults."
The UFO Incident (1975),New Hampshire,6.5,,"In the early 1960s, an interracial couple undergo hypnosis, which unlocks memories of a forgotten event on a lonely road. Soon they believe they were abducted by extraterrestrials."
YellowBrickRoad (2010),New Hampshire,4.7,,"1940: the entire population of Friar, New Hampshire walked up a winding mountain trail, leaving everything behind. 2008: the first official expedition into the wilderness attempts to solve the mystery of the lost citizens of Friar."
Yeti: A Love Story (2006),New Hampshire,3.6,,"Five college students go on a camping trip that leads them to a horrible secret. With no way home after the brutal murder of one of their friends, the group must battle an evil cult and a ravenous gay yeti. But the yeti might not be so bad after all..."
Black Christmas (2006),New Hampshire ,4.6,,"On Christmas Eve, an escaped maniac returns to his childhood home, which is now a sorority house, and begins to murder the sorority sisters one by one."
12 Days Of Terror (2004),New Jersey,5.5,,"For twelve days in July, 1916, a shark patrolled the waterways of northern New Jersey. This docudrama is based on Richard Fernicola's account of those days."
30 Days to Die (2009),New Jersey,2.6,,"When a masked serial killer terrorizes an all-girls rehabilitation camp, the troubled teens must return to their bad-girl ways in the hopes of escaping the camp-turned-torture-chamber."
6:45 (2021),New Jersey,4.1,,What if one of the best days of your life suddenly turned into your very worst nightmare? And what if you were forced to relive that same day again and again?
A Wounded Fawn (2022),New Jersey,5.5,,"A serial killer brings an unsuspecting new victim on a weekend getaway to add another body to his ever-growing count. She's buying into his faux charms, and he's eagerly lusting for blood. What could possibly go wrong?"
Abduction (2009),New Jersey,3,,"The town of Process is located somewhere in rural New Jersey. It's been in existence for over 100 years, although it's not on any known map. It's a nice place to visit, with lovely shops and friendly people. That is unless you are single, young, healthy and good looking! It's even worse if you are a female of childbearing age. The town has a very lucrative underground and Internet business specializing in selling human organs for transplant, selling babies to loving couples who are barren and auctioning young women into sex slavery. They also have specialty shops which do a brisk business in antiques, leather crafts, custom wigs and used automobiles. The town's patriarch, Jacob, is in control of everything and rules the town with his nephew, Johnny, that is until they kidnap the wrong girl. Unbeknownst to Jacob and his followers, they kidnap a popular, well not popular in the United States yet, Brazilian Hip Hop Star named Bella. What follows is their attempt to dispose of this ""Star"". Complications arise when her friend and bodyguard Donny turns up in the town looking for his friend Sam who also disappeared. GPS units, cell phones and other modern gadgets, threaten the existence of the town itself. What will Jacob and his followers do? Who will survive?"
"Alice, Sweet Alice (1976)",New Jersey,6.5,,"In 1961, a divorced catholic couple's life is turned upside down when one of their two adolescent daughters is suspected of her younger sister's brutal murder during her First Communion, and a series of subsequent stabbings."
All You Need Is Blood (2023),New Jersey,5.7,,An aspiring teen filmmaker casts the perfect lead for his breakout zombie film: his undead dad.
Alone in the Dark (1982),New Jersey,6,,"A few dangerous and delusional mental patients break out of a mental asylum during a power blackout, and lay siege to their new doctor's house, who, they believe, killed their previous doctor."
An Erotic Werewolf in London (2006),New Jersey,3.6,Multiple Locations,"Misty and Ruby are a couple who run a lesbian bar in New Jersey when their lives change one night with the arrival of a seductive woman (Anoushka) who bites Misty, thus starting her slow transformation into a werewolf. Anoushka the werewolf returns to her home in London, England where she gives an interview to a young reporter about her life as a werewolf, while back in America, Misty undergoes a slow transformation into a werewolf herself which may lead to danger for Ruby, and any other woman involved."
August Underground (2001),New Jersey,3.5,Multiple Locations,Two serial killers go on a murdering rampage as one films the outcome from behind a video camera.
Bagman (2024),New Jersey,4.6,,"When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family."
Beware: Children at Play,New Jersey,4.1,,A mentally-disturbed teenager kidnaps and brainwashes children into cannibalistic psychopaths - but not when the adults intervene.
Big Top Scooby-Doo! (2012),New Jersey,6.7,,"Scooby-Doo and the gang go on vacation to Atlantic City, but they get involved in a mystery at a circus."
Biohazardous (2001) ,New Jersey,3.1,,"For since by man came death, by man came also the resurrection of the dead"
Bite Me! (2004),New Jersey,4.8,,"When a hybrid strain of bio-engineered marijuana is delivered to a secluded strip club, it brings with it a monstrous army of insect creatures and a renegade U.S. federal agent with a big chip on his shoulder."
Blades (1988),New Jersey,5.1,,"Somewhere in New Jersey, a killer lawnmower stalks a small town's golf course."
Blood Sisters (1987),New Jersey,3.7,,"Seven girls must spend the night in an old house, which once was a brothel, as part of an initiation."
Brainscan (1994),New Jersey,6.1,,"A teenager is part of an interactive video game where he kills innocent victims. Later, the murders become real."
Breaking Her Will (2009),New Jersey,2.9,,"A sadistic serial rapist locks a helpless young hitch-hiker in his basement and starts to perform hideous acts of humiliation, torture, and psychological punishment on her frail body. Will she ever be the same, after breaking her will?"
Bride of Chucky (1998),New Jersey,5.5,Multiple Locations,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
Brightwood (2022),New Jersey,5.3,,A couple find themselves trapped while on a run around a pond.
Bury Me When I'm Dead (2025),New Jersey,4.2,,"After failing to keep his wife's dying wish, a series of tragic events leads Henry to believe she's returned to get revenge."
Camp Death III in 2D! (2018),New Jersey,3.4,,Camp Death III in 2D' is a very stupid comedy/horror parody of the 'Friday the 13th' series and is proudly presented in two dimensions.
Camp Hell (2010),New Jersey,3.4,,Evil invades a children's spiritual retreat.
Camp Wedding (2019),New Jersey,3.3,,Members of a bridal party working to transform a dilapidated summer camp into a beautiful wedding venue are killed off one by one.
Campfire Stories (2001),New Jersey,3.1,,"Two teens on their way to a backwoods party come across a beautiful young woman having car trouble. Their search for help only gets them lost, deep in the woods, where they meet Forest Ranger Bill with a penchant for scary stories. The campfire flickers long into the night as the ranger uses words to weave his tapestry of terror, filling their young minds with a host of horrific images that will be burned into your consciousness long after the fire’s last embers have gone out. Insane doctors, Indian ghosts, bad drugs, a deranged handyman with shiny new shears - all that and more awaits anyone brave enough to stay until sunrise… if you live that long!"
Cannibal Campout (1988),New Jersey,4,,Four teenagers on an outing in the woods are attacked by a trio of mutant cannibals.
Cannibal Mukbang (2023),New Jersey,6,,"An exploration of one's relationships with food, sexuality, and revenge. It asks, ""How far would you go in the name of love?"""
Cat Person (2023),New Jersey,6,,"When Margot, a college sophomore goes on a date with the older Robert, she finds that IRL Robert doesn't live up to the Robert she has been flirting with over texts. A razor-sharp exploration of the horrors of dating."
Cat's Eye (1985),New Jersey,6.3,"Multiple Locations, segment The Ledge",A stray cat is the linking element of three tales of suspense and horror.
Christmas Evil (1980),New Jersey,5.5,,"A toy factory worker, mentally scarred as a child upon learning Santa Claus is not real, suffers a nervous breakdown after being belittled at work, and embarks on a Yuletide killing spree."
Citizen Toxie: The Toxic Avenger IV (2000),New Jersey,6,,"The Toxic Avenger must defend his friends from his own evil alternate universe doppelgänger, The Noxious Offender."
Class of Nuke 'Em High (1986),New Jersey,5.7,,The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.
"Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid (1994)",New Jersey,4.1,,"Taking place after the events of part two, where Roger Smith's twin sons Adlai and Dick are born; one of them is suddenly kidnapped and taught to be evil while Adlai is determined to foil the fiendish plot and save Tromaville.4."
Class of Nuke 'Em High Part II: Subhumanoid Meltdown (1991),New Jersey,4.4,,"When school reporter Roger Smith meets a beautiful subhumanoid named Victoria, they fall in love but becomes determined to save her and the new school from a giant mutant squirrel, Tromie."
Clinton Road (2019),New Jersey,3,,A widowed firefighter seeks closure after his wife goes missing on an actual haunted road in rural New Jersey but must unlock the road's secret if he wants to get out alive.
Cold Hearts (1999),New Jersey,4.6,,"Viktoria was very into vampire lore. So much so that she gave herself to what she thought would be a ""romantic life."" Now desperate after a decade of stealing blood from hospitals and the occasional kill, she is more pessimistic than ever."
Consumed (2024),New Jersey,3.7,,"A married couple, Jay and Beth taking a celebratory camping trip a year after Beth's cancer remission but they find themselves trapped between a wild madman and a skin stealing monster."
Cry Baby Lane (2000),New Jersey,5.3,,"A couple brothers are told a ghost story about a farmer's Siamese twins, but during a séance, they mistakenly awaken the evil twin and are forced to defend their community from being haunted."
Dark Haul (2014),New Jersey,3.7,,Monster from ancient prophecy comes alive from dark beyond. The Secret Service is one and only hope to fight for doomsday.
Dark Ride (2006),New Jersey,4.6,,"A group of six friends on a road trip stop off at an amusement park attraction named 'Dark Ride', unaware that a psychopath who brutally murdered two girls, has just escaped a mental institution and is seeking refuge there."
Dark Was the Night (2014),New Jersey,5.6,,An evil is unleashed in a small town when a logging company sets up shop in the neighboring woods.
Dead Students Society (1998),New Jersey,4,,"Nora and Nikko are brother and sister, she's a serial killer and he's her voyeuristic accomplice. Nora seduces the college boys with her sensual poetry and flirting then lures them to a cave to kill them."
Devil's Trail (2017),New Jersey,3.7,,"Two reality TV stars who are experts at survival, embark on a mission to explore the legend of the Jersey Devil. Can they survive? Reality TV just got real."
Dickshark (2016),New Jersey,2.2,,A romantic couple get more than they expected after the husband's experiments with penis-enlargement cream go awry.
Don't Go in the House (1979),New Jersey,5.7,,A disturbed young man who was burned as a child by his sadistic mother stalks women with a flamethrower.
Doom Asylum (1988),New Jersey,4.5,,"A horribly disfigured lawyer, wrongfully pronounced dead after a terrible car accident, is taken to an asylum for dissection, only to come back alive, kill everyone, and make the asylum his killing grounds."
Dracula's Last Rites (1980),New Jersey,3.8,,"Low budget horror film has a conspiracy of vampires in a small town (made up of the local sheriff, mortician, town doctor, and ambulance driver) creating accidents of some sort so they can operate their blood drinking dinner parties unnoticed."
Duck! The Carbine High Massacre (1999),New Jersey,4.2,,"Derwin and Derick, Neo-Nazis, plan to commit a school shooting and kill themselves after a sick joke by the school jocks."
Eat Brains Love (2019),New Jersey,5.2,,"Eat, Brains, Love is a laugh-out-loud funny, surprisingly romantic, zombie road trip movie filled with heart - and brains."
Freddy vs. Jason (2003),New Jersey,5.7,Multiple Locations,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too."
Friday the 13th (1980),New Jersey,6.5,,A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which was the site of a child's drowning and a grisly double murder years before.
Friday the 13th (2009),New Jersey,5.6,,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.
Friday the 13th Part 2 (1981),New Jersey,6.1,,"Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant."
Friday the 13th Part III (1982),New Jersey,5.7,,"Having revived from his wounds, Jason Voorhees takes refuge at a cabin near Crystal Lake. As a group of co-eds arrive for their vacation, Jason continues his killing spree."
Friday the 13th Part VI: Jason Lives (1986),New Jersey,6,,"Tommy Jarvis goes to the graveyard to get rid of Jason Voorhees' body once and for all, but inadvertently brings him back to life instead. The newly revived killer once again seeks revenge, and Tommy may be the only one who can defeat him."
Friday the 13th Part VII: The New Blood (1988),New Jersey,5.3,,"Years after Tommy Jarvis chained him underwater at Camp Crystal Lake, the dormant Jason Voorhees is accidentally released from his prison by a telekinetic teenager. Now, only she can stop him."
Friday the 13th Part VIII: Jason Takes Manhattan (1989),New Jersey,4.6,Multiple Locations,A boatful of graduating high school students headed to Manhattan accidentally pull Jason Voorhees along for the ride.
Friday the 13th: A New Beginning (1985),New Jersey,4.8,,"Still haunted by his past, Tommy Jarvis - who, as a child, killed Jason Voorhees - wonders if the serial killer is connected to a series of brutal murders occurring in and around the secluded halfway house where he now lives."
Friday the 13th: The Final Chapter (1984),New Jersey,6,,"After being mortally wounded and taken to the morgue, murderer Jason Voorhees spontaneously revives and embarks on a killing spree as he makes his way back to his home at Camp Crystal Lake."
Friday the 13th: The Storm (2009),New Jersey,5.3,,Jason Voorhees rampages through a family's home during a powerful thunder storm in this Friday the 13th tribute film shot in HD.
Friday the 13th: Vengeance (2019),New Jersey,5.2,,"Friday the 13th Vengeance combines death, brutality and creativity to bold storytelling in this dark take on the series."
Hell of a Summer (2023),New Jersey,5.3,,The counselors of a summer camp are terrorized by a masked killer.
Hellboy (2004),New Jersey,6.8,Multiple Locations,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness."
Hideous! (1997),New Jersey,4.8,,"Dr. Lorca, a collector of biological oddities, fights another curator of horrors over a mutant. But their clash is cut short when the mutant comes to life and resurrects an angry, oozing army."
Jason Goes to Hell: The Final Friday (1993),New Jersey,4.3,,Serial killer Jason Voorhees' supernatural origins are revealed.
Jersey Shore Massacre (2014),New Jersey,2.9,,A typical weekend down the shore takes a bizarre turn as six girls and five obnoxious fist-pumpers become the unsuspecting targets of a deranged killer.
Jersey Shore Shark Attack (2012),New Jersey,3,,"A cast of characters, strikingly similar to the cast of Jersey Shore, try to survive an epidemic of sharks"
